,Company,URL,Title,Description
10,Energy Solutions,https://www.linkedin.com/company/energy-solutions/people/?facetGeoRegion=103644278&keywords=machine%20learning,Data Scientist II,"About the job
Interested in joining an impactful company where you will work with talented colleagues on innovative, data-driven climate solutions?

At Energy Solutions we focus on the big impacts. The policies and programs we have supported will reduce greenhouse gas emissions by over 1.7 billion metric tons of CO2 equivalent through 2050. On an annual basis, that is equivalent to 60,000 cars off the road per employee! Our Policy and Ratings Team plays a major role in achieving those impacts, supporting the development, adoption, and successful implementation of clean energy policies in the building sector and beyond.

We are currently seeking a full-time Data Scientist II to join our Policy and Ratings team. In this role, you will work with data scientists, technical project managers, policy analysts, economists, and engineers. You will have a broad impact on state, national and international energy markets through our work for major utilities, local and state governments, non-governmental organizations, and other national leaders in energy efficiency and clean energy policy. This unique opportunity, paired with Energy Solutions’ mission-driven approach, creates a perfect environment for individuals who want to apply their skills and energy towards an expeditious transition to a sustainable, equitable future.

Responsibilities Include But Are Not Limited To
Develop, maintain, run, and own robust analytical models and dashboards for internal and external clients
Translate quantitative data into visual reports for non-technical audiences and provide clear analysis of the data
Own the quality and accuracy of data analyses; work with data engineers and other team members to establish QA systems and flag data errors
Build ETL pipelines in collaboration with other data scientists and project managers
Mentor and provide guidance to other members of the data analysis/engineering team
Identify areas for improvements in data analytics processes and/or tools
Communicate and collect information from other staff, subcontractors, and clients
Work with regular expressions and/or machine learning models on fuzzy string matching (ex. matching model numbers between sales data and qualified product lists)
Critically assess data collection options for market characterization studies; produce market characterization reports that triangulate between multiple data sources
Minimum Qualifications
Knowledgeable about fuzzy string matching through various methods, including machine learning approaches and regular expressions
Proven professional experience developing analytical dashboards using BI tools, preferably Tableau
Proficiency with SQL or other database querying language, preferably 3+ years
Working knowledge of building analytical models using a programming language, such as R or Python, preferably 3+ years with Python
Strong communication and presentation skills
Capable of working independently and working effectively with technical as well as non-technical project managers
Able to navigate multiple interrelated projects
Adept at communicating technical concepts to non-technical audiences
Preferred Qualifications
Technical degree preferred but not required
Knowledge of basic data warehousing principles
Experience with data visualization tools, such as Tableau, Looker, or Power BI
Knowledge or background with clean energy, energy efficiency, building science, and/or regulatory processes
Experience working with webscraped data or sales data
Enthusiastic about data and analytics, learning new techniques and skills, and working with data scientists and engineers
Enthusiastic about combating climate change
Team player who thrives in collaborative environments
Cultural humility, empathy, and strong listening skills
Salary DOE: $93k - $125k /Annually

Compensation is commensurate with experience and includes a generous retirement package. Energy Solutions provides an excellent benefits package including a generous retirement plan, medical, dental and vision insurance, other pre-tax contribution plans and an Employee Stock Ownership Plan (ESOP).

To apply please visit https://energy-solution.com/company/careers/.

For more information about Energy Solutions, please visit us on our website at www.energy-solution.com.

We encourage candidates from diverse backgrounds to apply. Information will be requested to perform the compulsory background check; drug screens are required and authorization to work in the U.S. indefinitely is a precondition of employment. Energy Solutions is an equal opportunity employer."
11,Get It Recruit - Information Technology,https://www.linkedin.com/company/get-it-recruit-information-technology/people/?facetGeoRegion=103644278&keywords=machine%20learning,Machine Learning Engineer - Remote | WFH,"About the job
Get It Recruit - Information Technology helps job seekers connect with employers and opportunities that match their qualifications. Once connected job seekers can complete the full application process directly on the employer's website.

We are seeking a skilled Machine Learning Engineer to join our expanding team and help develop cutting-edge technology in the field of molecular chemistry and olfaction. As a member of our engineering team, you will play a crucial role in modeling and simulating the properties of molecules in the real world, with the goal of creating novel and desirable molecules for our customers.

In This Role, You Will Have The Opportunity To

Improve the performance and accuracy of our machine learning platform for a wide range of molecular chemistry problems, with a focus on olfaction.

Dive deep into various datasets, understand their characteristics, and derive meaningful train and test data for real-world machine learning models and their deployment.

Develop innovative model architectures and creative data featurizations to take advantage of available data and unlock new machine learning capabilities.

Collaborate with software engineers and product managers to strengthen the operating system for scent with our machine learning platform.

Stay up to date with the latest machine learning literature, especially in the areas of molecular chemistry and olfaction, and quickly prototype ideas from the research field.

To Be Successful In This Role, You Should Have

1-3 years of software engineering or postgraduate experience producing high quality code.

Demonstrated comfort with linear algebra and statistics.

Experience in applying machine learning techniques to real-world problems with frameworks such as PyTorch or TensorFlow.

Experience with graph neural networks and their application in cheminformatics problems and Bayesian experimental design.

A work or educational background in chemistry or neural olfaction.

Familiarity with cloud tooling for machine learning at scale.

Interest in learning about molecular chemistry and the biology of olfaction.

Willingness to work in our office in Cambridge, MA 2-5 days a week or travel to Cambridge ~2 times a quarter to work with the team in person.

US work authorization.

If you're passionate about machine learning and excited about the potential of our technology to revolutionize the field of olfaction, we want to hear from you! Apply now and join our team.
Please note that Get It Recruit - Information Technology is sharing this job opening on behalf of the employer. Any questions related to the job description or application process should be directed to the employer. To learn more about the position and begin the application process, please use our 'apply' button.
Employment Type: Full-Time

Salary: $ 111,000.00 141,000.00"
12,SynergisticIT,https://www.linkedin.com/company/synergisticit/people/?facetGeoRegion=103644278&keywords=machine%20learning,Machine Learning Engineer,"About the job
About Us

Synergistic IT is a full-service staffing and placement firm servicing client in America for the past 12+ years. We are dedicated towards fulfilling the IT needs of our clients. From staffing to full implementation of projects we provide the highest quality IT Services. We don't just help you secure a Tech Job, but we build your solid career in technology.

Job Description

Technical Skills:

Python, Model Training/Testing
Primary Responsibilities

Working on the awesome AI product for document information extraction.
Build the next-generation information extraction product powered by state-of-the-art AI and Deep Learning techniques.
Work with an international top-notch engineering team with full commitment on Machine Learning development.

Required Candidate Profile

Skills Required:

Passionate about search amp; AI technologies. Open to collaborating with colleague's amp; external contributors.
Good understanding about the mainstream deep learning models from multiple domains: computer vision, NLP, reinforcement learning, model optimization etc.
Skilled in the following programming languages: Python 3.
Good English skills especially for writing and reading documentation

Education Requirement

Bachelors, Masters in Computer Science/ Computer Engineering/ Information Systems/Information Technology/ Electrical Engineering/ Mechanical Engineering.

Benefit's Of Working With Our Clients

E-Verified.
Long Term Positions
On Job Technical Support.

Candidate who are missing the required skills, might be provided an option to enhance their skills, so that they can also apply for the role and can make a career in IT industry.

If you do respond via e-mail, please include a daytime phone number so that we can reach you. In considering candidates, time is of the essence, so please respond ASAP.

Thank you"
13,"CareMetx, LLC",https://www.linkedin.com/company/caremetx-llc/people/?facetGeoRegion=103644278&keywords=machine%20learning,Data Scientist - Machine Learning Ops,"About the job
Hey!

Are YOU passionate about applying cutting-edge technology to improve the human experience? Are you passionate about fixing a broken healthcare system that is difficult to navigate, with barriers to access and afford life-changing medicine and treatment? Are you passionate about technical excellence and deploying software that makes people happier and healthier? If so, CareMetx wants you to be a part of our growing engineering team!

At CareMetx, data teams own an outcome - that means teams are both accountable AND empowered for a unit of business value. We create an environment for learning opportunities and believe there is no such thing as “that’s not my job.” Our vision is to generate valuable insights from the data and drive strategic decision-making. All Caremetx data team members have the opportunity to explore new technologies and data trends. That means you will have the opportunity to grow deeper in the skills you’re passionate about and expand your breadth by learning skills that will help the team succeed.

As a Data engineer/analyst/scientist you will constantly deliver business value. You will also function as a catalyst for innovation and new ideas through creative problem-solving, elegant engineering, and the application of new technology and architectural patterns. You will help shape a performance-oriented learning culture by sharing your knowledge and skill depth within the team.

Job Title: Data Scientist - ML Ops

Job Requirements

Has Bachelor’s or master's degree in a technology-related field (e.g. Engineering, Computer Science, etc.).
2+ years of proven experience in implementing big data solutions in the data analytics space.
Extensive knowledge of Machine Learning and Deep Learning Frameworks
Python experience is a must
Extensive experience working with machine learning models with respect to deployment, inference, tuning, and measurement required.
Experience in developing ML infrastructure and MLOps in the Cloud using AWS Sagemaker is preferred
Experience with building data pipelines in getting the data required to build and evaluate ML models, using tools like Apache Spark or other distributed data processing frameworks.
Data movement technologies (ETL/ELT), Messaging/Streaming Technologies (AWS SQS, Kinesis/Kafka), Relational and NoSQL databases (DynamoDB, EKS, Graph database), API, and in-memory technologies.
Strong knowledge of developing highly scalable distributed systems using Open-source technologies.
Experience with CI/CD tools (e.g., Jenkins or equivalent), version control (Git), and orchestration/DAGs tools (AWS Step Functions, Airflow, Luigi, Kubeflow, or equivalent).
Solid experience in Agile methodologies (Kanban and SCRUM).

The Skills You Bring

You have strong technical design and analysis skills.
You have the ability to deal with ambiguity and work in a fast-paced environment.
Your experience supporting critical applications.
You are familiar with applied data science methods, feature engineering, and machine learning algorithms.
Your Data wrangling experience with structured, semi-structured, and unstructured data.
Your experience building ML infrastructure, with an eye toward software engineering.
You have excellent communication skills, both through written and verbal channels.
You have excellent collaboration skills to work with multiple teams in the organization.
Your ability to understand and adapt to changing business priorities and technology advancements in the Big data and Data Science ecosystem.

Physical Requirements

Ability to remain seated in a stationary position for prolonged periods.
No heavy lifting is expected, though occasional exertion of about 20 lbs. of force (e.g., picking up and computer/laptops) may be required.
Good manual dexterity is required to use common office equipment (e.g., computers, laptops, and mobile devices)
Overnight business travel may be required.

Work Environment

The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.

The noise level in the work environment is usually moderate.

Schedule

Must be flexible on schedule and hours
Travel could be required

CareMetx considers equivalent combinations of experience and education for most jobs. All candidates who believe they possess equivalent experience and education are encouraged to apply.

At CareMetx we work hard, we believe in what we do, and we want to be a company that does right by our employees. Our niche industry is an integral player in getting specialty products and devices to the patients who need them by managing reimbursements for those products, identifying alternative funding when insurers do not pay, and providing clinical services.

CareMetx is an equal employment opportunity employer. All qualified applicants will receive consideration for employment and will not be discriminated against based on race, color, sex, sexual orientation, gender identity, religion, disability, age, genetic information, veteran status, ancestry, or national or ethnic orientation"
14,SynergisticIT,https://www.linkedin.com/company/synergisticit/people/?facetGeoRegion=103644278&keywords=machine%20learning,Machine Learning Engineer,"About the job
About Us

Synergistic IT is a full-service staffing and placement firm servicing client in America for the past 12+ years. We are dedicated towards fulfilling the IT needs of our clients. From staffing to full implementation of projects we provide the highest quality IT Services. We don't just help you secure a Tech Job, but we build your solid career in technology.

Job Description

Technical Skills:

Python, Model Training/Testing

Primary Responsibilities

Working on the awesome AI product for document information extraction.
Build the next-generation information extraction product powered by state-of-the-art AI and Deep Learning techniques.
Work with an international top-notch engineering team with full commitment on Machine Learning development.

Skills Required

Passionate about search amp; AI technologies. Open to collaborating with colleague's amp; external contributors.
Good understanding about the mainstream deep learning models from multiple domains: computer vision, NLP, reinforcement learning, model optimization etc.
Skilled in the following programming languages: Python 3.
Good English skills especially for writing and reading documentation

Education Requirement

Bachelors, Masters in Computer Science/ Computer Engineering/ Information Systems/Information Technology/ Electrical Engineering/ Mechanical Engineering.

Benefit's Of Working With Our Clients

E-Verified.
Long Term Positions
On Job Technical Support.

Candidate who are missing the required skills, might be provided an option to enhance their skills, so that they can also apply for the role and can make a career in IT industry.

If you do respond via e-mail, please include a daytime phone number so that we can reach you. In considering candidates, time is of the essence, so please respond ASAP. Thank you"
15,SynergisticIT,https://www.linkedin.com/company/synergisticit/people/?facetGeoRegion=103644278&keywords=machine%20learning,AI and Machine Learning Engineer,"About the job
About Us

Synergistic IT is a full-service staffing and placement firm servicing client in America for the past 12+ years. We are dedicated towards fulfilling the IT needs of our clients. From staffing to full implementation of projects we provide the highest quality IT Services. We don't just help you secure a Tech Job, but we build your solid career in technology.

Job Description

You will be responsible for Machine Learning and Artificial Intelligence application development through its lifecycle, from concept and design to coding, testing, and maintenance.

You will also play a leading role, as part of a multidisciplinary team, to design and deliver enterprise AI and Client solutions to clients using our proprietary AI Machine.

We develop real-time prediction (regression and classification) and clustering systems. Depending on the type of applications, the AI and Client models operate on daily, hourly, down to 1 minute and millisecond streaming data.

Primary Responsibilities

As an AI team member you are expected to fulfill the following range of responsibilities, depending on the project:

Develop, debug and maintain Client and AI software applications written in Python ecosystem, SciKit-Learn, TensorFlow, Keras, PyTorch.
Design Client and Deep AI Models for different types of data (time-series, sales, business data, images, etc.) and different output types (Classification, Regression, Clustering).
Create stream learning models for forecasting, prediction, classification, anomaly detection, etc.
Investigate the behaviour of input and output data numerically.
Investigate and optimize models performance.
Solving complex problems with multi-layered data sets, as well as optimizing existing machine learning libraries and frameworks.
Work within a multidisciplinary team to understand clients business, data, and requirements and develop the appropriate AI or Client solution within our proprietary AI Machine.

Required Candidate Profile

Skills Required:

High fluency in English is a must since you will communicate and work with team members and clients in English.
Deep understanding of Client algorithms like regression, classification and clustering.
Deep understanding of model determination and evaluation.
Strong problem-solving mindset and ability to develop creative solutions for difficult problems often requiring detailed investigation of the code and data.
Interest in learning and coding within an advanced distributed micro-system architecture.

Education Requirement

Bachelors, Masters in Computer Science/ Computer Engineering/ Information Systems/Information Technology/ Electrical Engineering/ Mechanical Engineering.

Benefit's Of Working With Our Clients

E-Verified.
Help to get H1b Employer.
Long Term Positions
On Job Technical Support.

Candidate who are missing the required skills, might be provided an option to enhance their skills, so that they can also apply for the role and can make a career in IT industry.

If you do respond via e-mail, please include a daytime phone number so that we can reach you. In considering candidates, time is of the essence, so please respond ASAP. Thank you"
16,Harvard University,https://www.linkedin.com/company/harvard-university/people/?facetGeoRegion=103644278&keywords=machine%20learning,Research Associate,"About the job
Position Description

The Digital, Data, and Design (D^3) Institute at Harvard is accepting applications for research associates to work on research activities at our newly formed research labs. D^3 launched in the summer of 2022 with 12 labs working on research at the intersection of academia and practice. For more information on D^3, please visit https://d3.harvard.edu.

The Research Associate will work under the direct supervision of faculty Principal Investigators and Lab Manager of each lab. D^3 is looking for candidates with diverse backgrounds and/or new perspectives. There are no teaching requirements for these open positions.

The Data Science & AI Operations (DSOps) Lab, incubating within the Laboratory for Innovation Science at Harvard (LISH), led by HBS Professors Iavor Bojinov and Edward McFowland III, is seeking a Research Associate. The lab focuses on how companies develop data science capabilities throughout the entire pipeline, starting with the management questions, data collection and analysis phases, and final decision-making. Of particular interest are topics around building a data-first company, developing and deploying state-of-the-art causal inference and predictive algorithms, using experimentation platforms to drive organizational innovation, and other relevant research and managerial questions. The lab’s projects will be situated in research settings that are high-stakes and managerial in nature, where research questions and algorithmic developments focus on the intersection of joint human and algorithmic decision-making. Finally, we also explore how data science enables efficacy and scalability of new data-driven and algorithm-supported operating models, understanding if or when it is appropriate for algorithms to operate autonomously with (or without) human oversight.

Project Themes
Algorithm-in-the-loop decision-making,
The antecedents and consequences of human trust in algorithmic recommendations of managerial decisions,
Detecting and overcome biases in algorithmic and human decision-making,
Development of novel algorithms for causal inference,
The design and deployment of an experimentation platform and its impact on innovation.
Primary Duties
Coordinate research tasks with the lab’s academic partners and faculty internally at Harvard and at other research institutions as well as with companies;
Collect research data and make deductions and conclusions to share with faculty and other researchers;
Assist with building and evaluating data science algorithms through simulation, experimentation, and research articles;
Write briefs and summaries of research projects for public circulation;
Manage research information and data (including data cleaning);
Conduct other background research and literature reviews;
Support development of case studies, presentations, and convenings;
Manage various reviews of research protocols including the Institutional Review Board (IRB), data use agreements (DUA), and data security application process with lab researchers;
Other duties may be assigned.
Basic Qualifications
B.A. or B.S.; open to any field, but demonstrated experience with data science is required.
Additional Qualifications And Skills

The successful candidate will have excellent research and writing skills, be analytically-minded and possess strong conceptual skills; be at home in an academic environment; work well independently. The ideal candidate will have strong people skills and evidence of outstanding academic achievement.

Proven ability to handle multiple projects simultaneously and to flexibly adapt to changes in priorities; ability to work calmly under deadline pressure, work both independently and as a team member, take initiative; and follow projects through to completion.

Other Desirable Qualities Include
Ability to handle multiple projects, stakeholders, and demands.
Self-motivated with a desire to problem solve and learn new skills as needed.
Strong team player with excellent verbal and written communication skills.
Experience using statistical computer languages (R or Python).
Experience with machine learning algorithms.
Familiarity with causal inference techniques.
Experience with experimental design.
Additional Information

This is a full-time term appointment this summer (start date flexible) through June 30, 2024, with an expectation of reappointment until June 30, 2025. All Research Associate roles at HBS are structured as one-year term appointments with potential for renewal based on funding and performance.

This role is offered as a hybrid (some combination of onsite and remote) where you are required to be onsite at our Boston, MA based campus 2-4 days per week. Specific days and schedule will be determined between you and your manager.

We may conduct candidate interviews virtually (phone and/or via Zoom) and/or in-person for this role.

Harvard University continues to place the highest priority on the health, safety and wellbeing of its faculty, staff, and students, as well as the wider community. Please note that all new employees will be required to provide confirmation of primary series COVID-19 vaccination upon hire, as detailed on our COVID-19 Vaccine Requirement Webpage . Harvard University Health Services employees and other health care individuals are also required to be up to date on vaccination as described by the CDC. Individuals may claim exemption from the vaccine requirement for medical or religious reasons. Additional information regarding this requirement, exemptions, verification of vaccination status, and other related policies and resources may be found on the University’s COVID-19 Information Website .

A cover letter and SAT scores are required to be considered for this opportunity. All candidates will be expected to submit a writing sample, transcript, and a code sample to be reviewed by an HBS statistician.

Harvard Business School will not offer visa sponsorship for this opportunity.

Culture of Inclusion: The work and well-being of HBS is profoundly strengthened by the diversity of our network and our differences in background, culture, national origin, religion, sexual orientation, and life experiences. Explore more about HBS work culture here https://www.hbs.edu/employment.

Benefits

We invite you to visit Harvard’s Total Rewards website to learn more about our outstanding benefits package, which may include:
Paid Time Off: 3-4 weeks of accrued vacation time per year (3 weeks for support staff and 4 weeks for administrative/professional staff), 12 accrued sick days per year, 12.5 holidays plus a Winter Recess in December/January, 3 personal days per year (prorated based on date of hire), and up to 12 weeks of paid leave for new parents who are primary care givers.
Health and Welfare: Comprehensive medical, dental, and vision benefits, disability and life insurance programs, along with voluntary benefits. Most coverage begins as of your start date.
Work/Life and Wellness: Child and elder/adult care resources including on campus childcare centers, Employee Assistance Program, and wellness programs related to stress management, nutrition, meditation, and more.
Retirement: University-funded retirement plan with contributions from 5% to 15% of eligible compensation, based on age and earnings with full vesting after 3 years of service.
Tuition Assistance Program: Competitive program including $40 per class at the Harvard Extension School and reduced tuition through other participating Harvard graduate schools.
Tuition Reimbursement: Program that provides 75% to 90% reimbursement up to $5,250 per calendar year for eligible courses taken at other accredited institutions.
Professional Development: Programs and classes at little or no cost, including through the Harvard Center for Workplace Development and LinkedIn Learning.
Commuting and Transportation: Various commuter options handled through the Parking Office, including discounted parking, half-priced public transportation passes and pre-tax transit passes, biking benefits, and more.
Harvard Facilities Access, Discounts and Perks: Access to Harvard athletic and fitness facilities, libraries, campus events, credit union, and more, as well as discounts to various types of services (legal, financial, etc.) and cultural and leisure activities throughout metro-Boston.
Job Function

Research

Department Office Location

USA - MA - Boston

Job Code

RS0055 Researcher I Humanities

Work Format

Hybrid (partially on-site, partially remote)

Department

Division of Research and Faculty Development

Sub-Unit

Time Status

Full-time

Salary Grade

055

Union

00 - Non Union, Exempt or Temporary

Appointment End Date

30-Jun-2024

Pre-Employment Screening

Education, Identity

Commitment to Equity, Diversity, Inclusion, and Belonging

Harvard University views equity, diversity, inclusion, and belonging as the pathway to achieving inclusive excellence and fostering a campus culture where everyone can thrive. We strive to create a community that draws upon the widest possible pool of talent to unify excellence and diversity while fully embracing individuals from varied backgrounds, cultures, races, identities, life experiences, perspectives, beliefs, and values.

EEO Statement

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions, or any other characteristic protected by law."
17,SynergisticIT,https://www.linkedin.com/company/synergisticit/people/?facetGeoRegion=103644278&keywords=machine%20learning,AI & Machine Learning Engineer,"About the job
SYNERGISTICIT wants every Job seeker to be aware that the Job Market is Challenging and to stand out you need to have exceptional skills and technologies which make you stand out from other Job seekers.

If your skills and your project work is similar to others then it's difficult to stand out to the clients. Since 2010 we have helped Jobseekers stand out by ensuring only the best candidates with the requisite skillset go to the clients and they get the attention which they need. We just don't focus on getting you a Job we make careers.

Position open for all visas and US citizens

We at Synergisticit understand the problem of the mismatch between employer's requirements and Employee skills and that's why since 2010 we have helped thousands of candidates get jobs at technology clients like apple, google, Paypal, western union, Client, visa, walmart labs etc to name a few.

We have an excellent reputation with the clients. Currently, We are looking for AI & Machine Learning Engineer.

Who Should Apply Recent Computer science/Engineering /Mathematics/Statistics or Science Graduates looking to make their careers in IT Industry

We welcome candidates with all visas and citizens to apply.

We assist in filing for STEM extension and also for H1b and Green card filing to Candidates

Candidates who are serious about their future in the IT Industry and have set big goals for themselves.

Candidates having difficulty in finding jobs or cracking interviews or who wants to improve their skill portfolio. We also offer Skill enhancement programs if the candidates are missing skills or experience which our clients need with great outcomes

Candidates can benefit from skill enhancement if they fall into the below categories. If they are qualified with enough skills then no need for skill enhancement

Candidates Who Lack Experience

Have had a break in careers

Lack Technical Competency

Different visa candidates who want to get employed and settle down in the USA

please also check the below links

https://www.synergisticit.com/candidate-outcomes/

https://www.youtube.com/watch?v=OAFOhcGy9Z8

https://www.synergisticit.com/java-track/

https://www.synergisticit.com/data-science-track/

https://www.synergisticit.com/which-is-the-best-option-for-tech-job-seekers-staffing-companies-consulting-companies-bootcamps-or-synergisticit/

https://www.synergisticit.com/contact-us/

If not a match candidates can opt for Skill enhancement

For getting help with interviews please visit

https://www.synergisticit.com/interview-questions/

REQUIRED SKILLS For Java /Software Programmers

Bachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, IT
Highly motivated, self-learner, and technically inquisitive
Experience in programming language Java and understanding of the software development life cycle
Project work on the skills
Knowledge of Core Java , javascript , C++ or software programming
Spring boot, Microservices, Docker, Jenkins and REST API's experience
Excellent written and verbal communication skills

For data Science/Machine learning

Required Skills

Bachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, IT
Project work on the technologies needed
Highly motivated, self-learner, and technically inquisitive
Experience in programming language Java and understanding of the software development life cycle
Knowledge of Statistics, SAS, Python, Computer Vision, data visualization tools
Excellent written and verbal communication skills
Preferred skills: NLP, Text mining, Tableau, Time series analysis

Please understand skills are required by clients for selection even if its Junior or entry level position the additional skills and Project work are the only way a candidate can be picked by clients. If not having the above candidates can opt for skill enhancement to gain the required skills and project work.

No third-party candidates or c2c candidates

Please apply to the posting.

No phone calls please. Shortlisted candidates would be reached out."
18,Harvard University,https://www.linkedin.com/company/harvard-university/people/?facetGeoRegion=103644278&keywords=machine%20learning,Research Associate,"About the job
Position Description

Harvard Business School seeks a Research Associate (RA) to support a faculty member in the Technology and Operations Management (TOM) unit with research focusing on the emerging field of Data Science and Machine Learning. Research will be conducted on large data sets requiring proficiency with database management, R, SQL, and Python.

The Research Associate position reports directly to faculty supervisors and administrative manager in the Research Staff Services office.

Primary Duties
Create teaching materials for MBA course on Data Science for Managers, including writing and revising teaching cases, and creating, managing and analyzing datasets that accompany the cases.
Manage the computing infrastructure for the Data Science Curriculum and liaise with the teaching team, including the Head Teaching Fellow for the DSM course.
Synthesize, analyze, and produce original written materials for all forms of academic writing; conduct background research, propose and create new cases, and update existing cases or materials for classroom use; use advanced knowledge of quantitative and qualitative research methodologies to manage and analyze research data.
Independently manage all timelines and deliverables for multiple projects. Exercise independent decision making with regard to progression of research project and methodologies. Must be able to structure assignments and keep faculty member informed as necessary, using own judgment.
Ensure compliance with department, University, and federal regulations. Complete work with only general direction. Be aware of department, School, University policies and potential outside research policies.
Other duties may be assigned.
Basic Qualifications
Advanced degree required, or bachelor’s degree with significant relevant work experience.
Strong background in statistical/mathematical methods is necessary.
Demonstrated, independent experience using R, Python and SQL is required.
Additional Qualifications And Skills

Degree in Business, Computer Science, Economics, Mathematics, or Statistics strongly preferred. Candidates may be considered for a grade 56 position based on level of experience.

Evidence of outstanding academic achievement and excellent writing and editing skills. Indication of independent research experience and/or applied experience. Proven ability to work independently and creatively. Strong skills related to the Microsoft Office Suite are expected.

Ability to read academic, subject-specific information and write a reasoned and thoughtful analysis necessary. Background in analysis and interpretation of relevant data, research, news, and literature is necessary. Evidence of prior high-quality, original academic writing required.

This position requires an individual capable of consistent use of discretion, judgment, and initiative.

The candidate must have extremely high standards in terms of quality of work, attention to detail, strong organization skills, and absolute commitment to task completion. The RA must be able to balance multiple tasks and shifting priorities under tight deadlines at an accelerated pace when necessary. It is helpful if the candidate is familiar with navigating a complex organization, such as Harvard Business School.

Additional Information

This is a full-time term appointment starting this summer (start date flexible) through June 30, 2024, with an expectation of reappointment until June 30, 2025. All Research Associate roles at HBS are structured as one-year term appointments with potential for renewal based on funding and performance.

This role is offered as a hybrid (some combination of onsite and remote) where you are required to be onsite at our Boston, MA based campus 2-4 days per week. Specific days and schedule will be determined between you and your manager.

We may conduct candidate interviews virtually (phone and/or via Zoom) and/or in-person for this role.

Harvard University continues to place the highest priority on the health, safety and wellbeing of its faculty, staff, and students, as well as the wider community. Please note that all new employees will be required to provide confirmation of primary series COVID-19 vaccination upon hire, as detailed on our COVID-19 Vaccine Requirement Webpage. Harvard University Health Services employees and other health care individuals are also required to be up to date on vaccination as described by the CDC. Individuals may claim exemption from the vaccine requirement for medical or religious reasons. Additional information regarding this requirement, exemptions, verification of vaccination status, and other related policies and resources may be found on the University’s COVID-19 Information Website .

A cover letter is required to be considered for this opportunity. All candidates will be given a writing exam.

Harvard Business School will not offer visa sponsorship for this opportunity.

Culture of Inclusion: The work and well-being of HBS is profoundly strengthened by the diversity of our network and our differences in background, culture, national origin, religion, sexual orientation, and life experiences. Explore more about HBS work culture here https://www.hbs.edu/employment .

Job Function

Research

Department Office Location

USA - MA - Boston

Job Code

RS0055 Researcher I Humanities

Department

Division of Research and Faculty Development

Sub-Unit

Time Status

Full-time

Salary Grade

055

Union

00 - Non Union, Exempt or Temporary

Appointment End Date

30-Jun-2024

Pre-Employment Screening

Education, Identity

Commitment to Equity, Diversity, Inclusion, and Belonging

Harvard University views equity, diversity, inclusion, and belonging as the pathway to achieving inclusive excellence and fostering a campus culture where everyone can thrive. We strive to create a community that draws upon the widest possible pool of talent to unify excellence and diversity while fully embracing individuals from varied backgrounds, cultures, races, identities, life experiences, perspectives, beliefs, and values.

EEO Statement

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions, or any other characteristic protected by law."
19,TekIntegral,https://www.linkedin.com/company/tekintegral/people/?facetGeoRegion=103644278&keywords=machine%20learning,Data Science Analyst,"About the job
Job Title :- Data Science Analyst(Hybrid)

Location :- Boston, MA

Duration :- 6 months

This is a hybrid role 3 days onsite.

Job Description
5+ years work experience in a Data Analyst/ Data Scientist role (co-op or internship exp can be applied)
Experience in Python and Data Science/ Artificial Intelligence (AI) packages
Knowledgeable in R and/or SAS
Experience with analyzing complex high volume high dimensionality data from varying sources and both structured and unstructured
Fluent in SQL; familiarity with data warehouses
Familiarity with building data visualization dashboards using Tableau
Advanced knowledge of machine learning/ statistical techniques (eg. Regression, decision trees, gradient boosting, random forest), data mining, natural language processing, etc.
Optimization of models and deploy them to run at scale
Bachelor's Degree in Computer Science, Statistics, Mathematics, Physics, Operations Research, or related discipline.
Preferred Qualifications
Master's Degree, especially in Data Science, preferred
Knowledge of data mining software
Familiarity with cloud computing and ETLs
Experience in deep learning and Artificial Intelligence (AI)"
